month,year,zip,flu_total,vacc_total,AsmAtck_total,Asma_total,ILIness_total,pat_vis_total,mem_live_total,flu_rate_visit,flu_rate_live,vacc_rate_visit,vacc_rate_live,AsmAtck_rate_visit,AsmAtck_rate_live,Asma_rate_visit,Asma_rate_live,ILIness_rate_visit,ILIness_rate_live
8,2003,513,1,81,6,42,293,14572,13445,0.0686247598,0.0743770919,5.5586055449,6.0245444403,0.4117485589,0.4462625511,2.8822399122,3.1238378579,20.107054625,21.792487914
9,2003,513,4,40,5,52,389,14572,13445,0.2744990393,0.2975083674,2.7449903925,2.9750836742,0.3431237991,0.3718854593,3.5684875103,3.8676087765,26.695031567,28.932688732
10,2003,513,1,296,11,70,455,14572,13445,0.0686247598,0.0743770919,20.312928905,22.015619189,0.7548723579,0.8181480104,4.8037331869,5.2063964299,31.224265715,33.841576794
11,2003,513,1,183,7,64,415,14572,13445,0.0686247598,0.0743770919,12.558331046,13.61100781,0.4803733187,0.520639643,4.3919846281,4.7601338788,28.479275323,30.86649312
12,2003,513,5,80,1,9,152,14572,13445,0.3431237991,0.3718854593,5.4899807851,5.9501673485,0.0686247598,0.0743770919,0.6176228383,0.6693938267,10.430963492,11.305317962
1,2003,514,118,79,6,29,998,13201,12602,8.9387167639,9.3635930805,5.9843951216,6.2688462149,0.4545110219,0.4761149024,2.1968032725,2.3012220282,75.600333308,79.193778765
2,2003,514,121,55,2,18,813,13201,12602,9.1659722748,9.6016505317,4.166351034,4.3643866053,0.151503674,0.1587049675,1.3635330657,1.4283447072,61.586243466,64.513569275
3,2003,514,13,62,0,24,660,13201,12602,0.9847738808,1.0315822885,4.6966138929,4.9198539914,0,0,1.8180440876,1.9044596096,49.996212408,52.372639264
4,2003,514,4,71,1,40,468,13201,12602,0.3030073479,0.3174099349,5.3783804257,5.634026345,0.075751837,0.0793524837,3.0300734793,3.1740993493,35.451859708,37.136962387
5,2003,514,1,60,3,28,444,13201,12602,0.075751837,0.0793524837,4.5451102189,4.761149024,0.2272555109,0.2380574512,2.1210514355,2.2218695445,33.63381562,35.232502777
6,2003,514,0,91,1,22,316,13201,12602,0,0,6.8934171654,7.2210760197,0.075751837,0.0793524837,1.6665404136,1.7457546421,23.937580486,25.07538486
7,2003,514,1,110,2,25,248,13201,12602,0.075751837,0.0793524837,8.332702068,8.7287732106,0.151503674,0.1587049675,1.8937959246,1.9838120933,18.786455572,19.679415966
8,2003,514,3,176,2,17,293,13201,12602,0.2272555109,0.2380574512,13.332323309,13.966037137,0.151503674,0.1587049675,1.2877812287,1.3489922235,22.195288236,23.250277734
9,2003,514,0,94,2,26,461,13201,12602,0,0,7.1206726763,7.4591334709,0.151503674,0.1587049675,1.9695477615,2.0631645771,34.921596849,36.581495001
10,2003,514,2,345,4,28,491,13201,12602,0.151503674,0.1587049675,26.134383759,27.376606888,0.3030073479,0.3174099349,2.1210514355,2.2218695445,37.194151958,38.962069513
11,2003,514,7,341,2,20,463,13201,12602,0.5302628589,0.5554673861,25.831376411,27.059196953,0.151503674,0.1587049675,1.5150367396,1.5870496747,35.073100523,36.740199968
12,2003,514,19,105,1,5,169,13201,12602,1.4392849027,1.5076971909,7.9539428831,8.3320107919,0.075751837,0.0793524837,0.3787591849,0.3967624187,12.80206045,13.410569751
1,2003,515,40,73,7,55,808,15867,16817,2.5209554421,2.3785455194,4.6007436819,4.3408455729,0.4411672024,0.4162454659,3.4663137329,3.2705000892,50.923299931,48.046619492
2,2003,515,23,57,10,53,738,15867,16817,1.4495493792,1.3676636737,3.592361505,3.3894273652,0.6302388605,0.5946363799,3.3402659608,3.1515728132,46.511627907,43.884164833
3,2003,515,6,55,16,62,587,15867,16817,0.3781433163,0.3567818279,3.4663137329,3.2705000892,1.0083821768,0.9514182078,3.9074809353,3.6867455551,36.995021113,34.905155497
4,2003,515,2,59,7,46,458,15867,16817,0.1260477721,0.118927276,3.7184092771,3.5083546411,0.4411672024,0.4162454659,2.8990987584,2.7353273473,28.864939812,27.234346197
5,2003,515,0,48,6,55,464,15867,16817,0,0,3.0251465305,2.8542546233,0.3781433163,0.3567818279,3.4663137329,3.2705000892,29.243083129,27.591128025
6,2003,515,2,81,2,42,322,15867,16817,0.1260477721,0.118927276,5.1049347703,4.8165546768,0.1260477721,0.118927276,2.6470032142,2.4974727954,20.293691309,19.147291431
7,2003,515,0,100,8,35,269,15867,16817,0,0,6.3023886053,5.9463637985,0.5041910884,0.4757091039,2.2058360118,2.0812273295,16.953425348,15.995718618
8,2003,515,0,119,8,47,305,15867,16817,0,0,7.4998424403,7.0761729203,0.5041910884,0.4757091039,2.9621226445,2.7947909853,19.222285246,18.136409586
9,2003,515,1,60,4,58,471,15867,16817,0.0630238861,0.059463638,3.7814331632,3.5678182791,0.2520955442,0.2378545519,3.6553853911,3.4488910032,29.684250331,28.007373491
10,2003,515,1,284,8,52,386,15867,16817,0.0630238861,0.059463638,17.898783639,16.887673188,0.5041910884,0.4757091039,3.2772420747,3.0921091752,24.327220016,22.952964262
11,2003,515,19,289,9,47,470,15867,16817,1.197453835,1.1298091217,18.213903069,17.184991378,0.5672149745,0.5351727419,2.9621226445,2.7947909853,29.621226445,27.947909853
12,2003,515,53,78,1,10,116,15867,16817,3.3402659608,3.1515728132,4.9158631121,4.6381637629,0.0630238861,0.059463638,0.6302388605,0.5946363799,7.3107707821,6.8977820063
1,2003,516,11,15,3,11,307,4739,4593,2.3211648027,2.3949488352,3.165224731,3.2658393207,0.6330449462,0.6531678641,2.3211648027,2.3949488352,64.781599494,66.840844764
2,2003,516,2,9,2,6,205,4739,4593,0.4220299641,0.4354452428,1.8991348386,1.9595035924,0.4220299641,0.4354452428,1.2660898924,1.3063357283,43.258071323,44.633137383
3,2003,516,0,12,5,15,245,4739,4593,0,0,2.5321797848,2.6126714566,1.0550749103,1.0886131069,3.165224731,3.2658393207,51.698670606,53.342042238
4,2003,516,0,6,0,8,173,4739,4593,0,0,1.2660898924,1.3063357283,0,0,1.6881198565,1.741780971,36.505591897,37.666013499
5,2003,516,0,8,2,14,134,4739,4593,0,0,1.6881198565,1.741780971,0.4220299641,0.4354452428,2.9542097489,3.0481166993,28.276007597,29.174831265
6,2003,516,0,14,4,10,108,4739,4593,0,0,2.9542097489,3.0481166993,0.8440599283,0.8708904855,2.1101498206,2.1772262138,22.789618063,23.514043109
7,2003,516,0,27,2,13,113,4739,4593,0,0,5.6974045157,5.8785107773,0.4220299641,0.4354452428,2.7431947668,2.8303940779,23.844692973,24.602656216
8,2003,516,1,24,2,15,95,4739,4593,0.2110149821,0.2177226214,5.0643595695,5.2253429131,0.4220299641,0.4354452428,3.165224731,3.2658393207,20.046423296,20.683649031
9,2003,516,1,13,5,19,165,4739,4593,0.2110149821,0.2177226214,2.7431947668,2.8303940779,1.0550749103,1.0886131069,4.0092846592,4.1367298062,34.817472041,35.924232528
10,2003,516,1,97,3,7,158,4739,4593,0.2110149821,0.2177226214,20.46845326,21.119094274,0.6330449462,0.6531678641,1.4771048744,1.5240583497,33.340367166,34.400174178
11,2003,516,1,88,1,8,142,4739,4593,0.2110149821,0.2177226214,18.569318422,19.159590681,0.2110149821,0.2177226214,1.6881198565,1.741780971,29.964127453,30.916612236
12,2003,516,10,52,1,4,45,4739,4593,2.1101498206,2.1772262138,10.972779067,11.321576312,0.2110149821,0.2177226214,0.8440599283,0.8708904855,9.4956741929,9.7975179621
,2003,517,,,,,,,5,,,,,,,,,,
,2003,518,,,,,,,1,,,,,,,,,,
,2003,519,,,,,,,7,,,,,,,,,,
1,2003,520,72,260,22,131,1416,28936,30805,2.4882499309,2.3372829086,8.9853469726,8.4401882811,0.76029859,0.7141697776,4.5272325131,4.2525564032,48.935581974,45.96656387
2,2003,520,140,197,7,97,1766,28936,30805,4.8382637545,4.5447167668,6.8081282831,6.3950657361,0.2419131877,0.2272358383,3.3522256013,3.1488394741,61.03124136,57.328355786
3,2003,520,18,191,17,91,1148,28936,30805,0.6220624827,0.5843207272,6.6007741222,6.2002921604,0.5875034559,0.5518584645,3.1448714404,2.9540658984,39.673762787,37.266677487
4,2003,520,11,228,15,102,1002,28936,30805,0.380149295,0.3570848888,7.8794581145,7.4013958773,0.5183854023,0.4869339393,3.5250207354,3.3111507872,34.628144871,32.527187145
5,2003,520,13,220,19,116,892,28936,30805,0.4492673486,0.4220094141,7.6029858999,7.1416977763,0.6566215095,0.6167829898,4.0088471109,3.7656224639,30.826651921,28.956338257
6,2003,520,7,276,13,80,585,28936,30805,0.2419131877,0.2272358383,9.5382914017,8.959584483,0.4492673486,0.4220094141,2.7647221454,2.5969810096,20.217030688,18.990423633
7,2003,520,2,349,10,78,492,28936,30805,0.0691180536,0.0649245252,12.061100359,11.329329654,0.3455902682,0.3246226262,2.6956040918,2.5320564843,17.003041194,15.971433209
8,2003,520,8,367,11,82,483,28936,30805,0.2764722145,0.259698101,12.683162842,11.913650381,0.380149295,0.3570848888,2.8338401991,2.6619055348,16.692009953,15.679272845
9,2003,520,10,227,18,93,655,28936,30805,0.3455902682,0.3246226262,7.8448990876,7.3689336147,0.6220624827,0.5843207272,3.2139894941,3.0189904236,22.636162566,21.262782016
10,2003,520,10,882,13,104,866,28936,30805,0.3455902682,0.3246226262,30.481061653,28.631715631,0.4492673486,0.4220094141,3.5941387891,3.3760753124,29.928117224,28.112319429
11,2003,520,17,1090,8,104,869,28936,30805,0.5875034559,0.5518584645,37.669339231,35.383866255,0.2764722145,0.259698101,3.5941387891,3.3760753124,30.031794305,28.209706217
12,2003,520,29,217,0,7,243,28936,30805,1.0022117777,0.941405616,7.4993088195,7.0443109885,0,0,0.2419131877,0.2272358383,8.3978435167,7.8883298166
1,2003,521,11,24,3,25,445,10618,13225,1.0359766434,0.831758034,2.2603126766,1.8147448015,0.2825390846,0.2268431002,2.3544923714,1.8903591682,41.909964212,33.648393195
2,2003,521,21,23,1,21,607,10618,13225,1.977773592,1.5879017013,2.1661329817,1.7391304348,0.0941796949,0.0756143667,1.977773592,1.5879017013,57.167074779,45.897920605
3,2003,521,6,16,6,30,496,10618,13225,0.5650781691,0.4536862004,1.5068751177,1.2098298677,0.5650781691,0.4536862004,2.8253908457,2.2684310019,46.713128649,37.504725898
4,2003,521,1,27,1,22,360,10618,13225,0.0941796949,0.0756143667,2.5428517612,2.0415879017,0.0941796949,0.0756143667,2.0719532869,1.6635160681,33.904690149,27.221172023
5,2003,521,0,37,3,36,324,10618,13225,0,0,3.4846487097,2.797731569,0.2825390846,0.2268431002,3.3904690149,2.7221172023,30.514221134,24.49905482
6,2003,521,0,27,1,27,175,10618,13225,0,0,2.5428517612,2.0415879017,0.0941796949,0.0756143667,2.5428517612,2.0415879017,16.4814466,13.232514178
7,2003,521,2,47,3,14,183,10618,13225,0.1883593897,0.1512287335,4.4264456583,3.5538752363,0.2825390846,0.2268431002,1.318515728,1.0586011342,17.234884159,13.837429112
8,2003,521,0,49,1,24,165,10618,13225,0,0,4.614805048,3.7051039698,0.0941796949,0.0756143667,2.2603126766,1.8147448015,15.539649652,12.47637051
9,2003,521,1,22,1,23,252,10618,13225,0.0941796949,0.0756143667,2.0719532869,1.6635160681,0.0941796949,0.0756143667,2.1661329817,1.7391304348,23.733283104,19.054820416
10,2003,521,2,163,7,36,305,10618,13225,0.1883593897,0.1512287335,15.351290262,12.325141777,0.659257864,0.5293005671,3.3904690149,2.7221172023,28.724806932,23.062381853
11,2003,521,0,141,1,15,223,10618,13225,0,0,13.279336975,10.661625709,0.0941796949,0.0756143667,1.4126954229,1.1342155009,21.002071953,16.862003781
12,2003,521,5,40,0,3,67,10618,13225,0.4708984743,0.3780718336,3.7671877943,3.0245746692,0,0,0.2825390846,0.2268431002,6.3100395555,5.0661625709
1,2003,522,59,246,20,419,2524,77691,56229,0.7594187229,1.0492806203,3.1663899293,4.3749666542,0.2574300756,0.3556883459,5.3931600829,7.451670846,32.487675535,44.887869249
2,2003,522,187,172,46,429,2959,77691,56229,2.4069712064,3.3256860339,2.2138986498,3.0589197745,0.5920891738,0.8180831955,5.5218751207,7.6295150189,38.086779678,52.624090772
3,2003,522,48,160,29,358,2366,77691,56229,0.6178321813,0.8536520301,2.0594406044,2.845506767,0.3732736096,0.5157481015,4.6079983524,6.3668213911,30.453977938,42.077931317
4,2003,522,9,201,32,413,1981,77691,56229,0.115843534,0.1600597556,2.5871722593,3.574667876,0.4118881209,0.5691013534,5.3159310602,7.3449643422,25.498448984,35.230930659
5,2003,522,6,187,41,356,1777,77691,56229,0.0772290227,0.1067065038,2.4069712064,3.3256860339,0.5277316549,0.729161109,4.5822553449,6.3312525565,22.872662213,31.602909531
6,2003,522,10,224,27,356,1325,77691,56229,0.1287150378,0.1778441729,2.8832168462,3.9837094738,0.347530602,0.4801792669,4.5822553449,6.3312525565,17.054742506,23.564352914
7,2003,522,8,215,30,315,1123,77691,56229,0.1029720302,0.1422753383,2.7673733122,3.8236497181,0.3861451133,0.5335325188,4.05452369,5.6020914475,14.454698742,19.971900621
8,2003,522,5,315,30,325,972,77691,56229,0.0643575189,0.0889220865,4.05452369,5.6020914475,0.3861451133,0.5335325188,4.1832387278,5.7799356204,12.511101672,17.286453609
9,2003,522,5,200,41,370,1469,77691,56229,0.0643575189,0.0889220865,2.5743007556,3.5568834587,0.5277316549,0.729161109,4.7624563978,6.5802343986,18.90823905,26.125309004
10,2003,522,6,1657,29,417,1839,77691,56229,0.0772290227,0.1067065038,21.32808176,29.468779455,0.3732736096,0.5157481015,5.3674170753,7.4161020114,23.670695447,32.705543403
11,2003,522,36,2269,24,299,1750,77691,56229,0.463374136,0.6402390226,29.205442072,40.352842839,0.3089160907,0.426826015,3.8485796296,5.3175407708,22.525131611,31.122730264
12,2003,522,56,542,6,78,778,77691,56229,0.7208042116,0.9959273684,6.9763550476,9.6391541731,0.0772290227,0.1067065038,1.0039772947,1.3871845489,10.014029939,13.836276654
1,2003,523,85,199,14,95,1561,33216,41922,2.5590077071,2.0275750203,5.991088632,4.7469109298,0.4214836224,0.3339535328,2.8600674374,2.266113258,46.995423892,37.235818902
2,2003,523,175,175,7,79,1806,33216,41922,5.2685452794,4.1744191594,5.2685452794,4.1744191594,0.2107418112,0.1669767664,2.378371869,1.8844520777,54.371387283,43.080005725
3,2003,523,24,188,10,62,1233,33216,41922,0.7225433526,0.5724917704,5.6599229287,4.4845188684,0.3010597303,0.2385382377,1.8665703276,1.4789370736,37.12066474,29.411764706
4,2003,523,0,193,15,86,1020,33216,41922,0,0,5.8104527938,4.6037879872,0.4515895954,0.3578073565,2.5891136802,2.051428844,30.708092486,24.330900243
5,2003,523,2,195,5,75,910,33216,41922,0.0602119461,0.0477076475,5.8706647399,4.6514956348,0.1505298651,0.1192691188,2.2579479769,1.7890367826,27.396435453,21.706979629
6,2003,523,3,273,9,71,637,33216,41922,0.0903179191,0.0715614713,8.2189306358,6.5120938887,0.2709537572,0.2146844139,2.1375240848,1.6936214875,19.177504817,15.19488574
7,2003,523,0,304,3,56,525,33216,41922,0,0,9.1522157996,7.2515624255,0.0903179191,0.0715614713,1.6859344894,1.335814131,15.805635838,12.523257478
8,2003,523,0,430,3,68,578,33216,41922,0,0,12.945568401,10.25714422,0.0903179191,0.0715614713,2.0472061657,1.6220600162,17.401252408,13.787510138
9,2003,523,2,228,15,114,864,33216,41922,0.0602119461,0.0477076475,6.8641618497,5.4386718191,0.4515895954,0.3578073565,3.4320809249,2.7193359095,26.011560694,20.609703736
10,2003,523,3,1035,18,99,1074,33216,41922,0.0903179191,0.0715614713,31.159682081,24.6887076,0.5419075145,0.4293688278,2.9804913295,2.361528553,32.333815029,25.619006727
11,2003,523,9,1033,23,81,1018,33216,41922,0.2709537572,0.2146844139,31.099470135,24.640999952,0.6924373796,0.5486379467,2.438583815,1.9321597252,30.647880539,24.283192596
12,2003,523,73,399,3,27,489,33216,41922,2.1977360308,1.7413291351,12.012283237,9.5176756834,0.0903179191,0.0715614713,0.8128612717,0.6440532417,14.721820809,11.664519823
1,2003,524,142,536,24,289,2893,59022,26414,2.4058825523,5.3759370031,9.0813594931,20.292269251,0.406628037,0.9086090709,4.8964792789,10.941167563,49.015621294,109.52525176
2,2003,524,353,337,13,262,3134,59022,26414,5.9808207109,13.364125085,5.7097353529,12.758385705,0.2202568534,0.4921632468,4.4390227373,9.9189823578,53.098844499,118.64920118
3,2003,524,52,359,37,254,2318,59022,26414,0.8810274135,1.9686529871,6.0824777202,13.591277353,0.6268848904,1.4007723177,4.3034800583,9.6161126675,39.273491241,87.756492769
4,2003,524,7,427,23,260,2024,59022,26414,0.1185998441,0.265010979,7.2345904917,16.165669721,0.3896852021,0.8707503597,4.4051370675,9.8432649353,34.292297787,76.62603165
5,2003,524,6,380,19,274,1849,59022,26414,0.1016570093,0.2271522677,6.4382772525,14.38631029,0.3219138626,0.7193155145,4.6423367558,10.373286893,31.327301684,70.000757174
6,2003,524,0,444,27,249,1349,59022,26414,0,0,7.5226186846,16.809267813,0.4574565416,1.0221852048,4.2187658839,9.4268191111,22.855884247,51.071401529
7,2003,524,3,504,17,222,1132,59022,26414,0.0508285046,0.1135761339,8.5391887771,19.08079049,0.2880281929,0.6435980919,3.7613093423,8.4046339063,19.179289079,42.85606118
8,2003,524,0,647,16,201,1163,59022,26414,0,0,10.962014164,24.494586204,0.271085358,0.6057393806,3.4055098099,7.6096009692,19.70451696,44.02968123
9,2003,524,4,455,38,310,1634,59022,26414,0.0677713395,0.1514348452,7.7089898682,17.225713637,0.6438277253,1.438631029,5.2522788113,11.7362005,27.684592186,61.861134247
10,2003,524,4,1837,37,293,1837,59022,26414,0.0677713395,0.1514348452,31.123987666,69.546452639,0.6268848904,1.4007723177,4.9642506184,11.092602408,31.123987666,69.546452639
11,2003,524,31,1985,23,228,1959,59022,26414,0.5252278811,1.17362005,33.631527227,75.14954191,0.3896852021,0.8707503597,3.8629663515,8.631786174,33.19101352,74.165215416
12,2003,524,139,571,5,58,903,59022,26414,2.3550540476,5.2623608692,9.6743587137,21.617324146,0.0847141744,0.1892935564,0.9826844228,2.1958052548,15.299379892,34.186416294
1,2003,525,22,89,6,78,1312,20377,22262,1.0796486234,0.9882310664,4.3676694312,3.9978438595,0.2944496246,0.2695175636,3.8278451195,3.5037283263,64.386317907,58.934507232
2,2003,525,69,79,4,102,1555,20377,22262,3.3861706826,3.099451981,3.8769200569,3.5486479202,0.1962997497,0.1796783757,5.0056436178,4.5817985805,76.311527703,69.849968556
3,2003,525,12,71,4,105,1141,20377,22262,0.5888992492,0.5390351271,3.4843205575,3.1892911688,0.1962997497,0.1796783757,5.1528684301,4.7165573623,55.994503607,51.253256671
4,2003,525,8,93,8,119,929,20377,22262,0.3925994994,0.3593567514,4.5639691809,4.1775222352,0.3925994994,0.3593567514,5.8399175541,5.3454316773,45.590616872,41.730302758
5,2003,525,3,94,6,87,776,20377,22262,0.1472248123,0.1347587818,4.6130441184,4.2224418291,0.2944496246,0.2695175636,4.2695195564,3.9080046716,38.082151445,34.857604887
6,2003,525,1,102,8,106,639,20377,22262,0.0490749374,0.0449195939,5.0056436178,4.5817985805,0.3925994994,0.3593567514,5.2019433675,4.7614769562,31.358885017,28.703620519
7,2003,525,0,125,2,88,464,20377,22262,0,0,6.1343671787,5.6149492409,0.0981498749,0.0898391879,4.3185944938,3.9529242656,22.770770967,20.842691582
8,2003,525,1,155,5,80,480,20377,22262,0.0490749374,0.0449195939,7.6066153016,6.9625370587,0.2453746871,0.2245979696,3.9259949944,3.5935675141,23.555969966,21.561405085
9,2003,525,2,95,20,111,776,20377,22262,0.0981498749,0.0898391879,4.6621190558,4.2673614231,0.9814987486,0.8983918785,5.4473180547,4.9860749259,38.082151445,34.857604887
10,2003,525,5,436,10,97,874,20377,22262,0.2453746871,0.2245979696,21.396672719,19.584942952,0.4907493743,0.4491959393,4.7602689307,4.3572006109,42.891495313,39.259725092
11,2003,525,4,535,8,68,743,20377,22262,0.1962997497,0.1796783757,26.255091525,24.031982751,0.3925994994,0.3593567514,3.3370957452,3.054532387,36.46267851,33.375258288
12,2003,525,28,233,6,26,305,20377,22262,1.374098248,1.25774863,11.434460421,10.466265385,0.2944496246,0.2695175636,1.2759483732,1.1679094421,14.967855916,13.700476148
1,2003,526,30,127,21,160,1438,25393,28809,1.1814279526,1.0413412475,5.0013783326,4.4083446145,0.8269995668,0.7289388733,6.3009490805,5.5538199868,56.629779861,49.914957131
2,2003,526,115,89,14,155,2043,25393,28809,4.5288071516,3.9918081155,3.504902926,3.0893123677,0.5513330445,0.4859592488,6.1040444217,5.3802631122,80.455243571,70.915338957
3,2003,526,12,114,7,143,1498,25393,28809,0.472571181,0.416536499,4.4894262198,3.9570967406,0.2756665223,0.2429796244,5.6314732407,4.9637266132,58.992635766,51.997639627
